group,statement_split,statement_idx,statement_id,alpha,alpha_norm,expected_probability
binarySentiment,all,98,all:98,24.7,0.426,0.0019304541362277
binarySentiment,all,99,all:99,24.7,0.426,1.2501528663867426e-09
binarySentiment,all,100,all:100,24.7,0.426,0.9999418275587814
binarySentiment,all,101,all:101,24.7,0.426,0.999954701495979
binarySentiment,all,102,all:102,24.7,0.426,2.646573638909117e-09
binarySentiment,all,103,all:103,24.7,0.426,0.9859396272240766
binarySentiment,all,104,all:104,24.7,0.426,1.0
binarySentiment,all,105,all:105,24.7,0.426,0.0067379469990854
binarySentiment,all,106,all:106,24.7,0.426,0.0024787521766663
binarySentiment,all,107,all:107,24.7,0.426,0.9819759354668612
binarySentiment,all,108,all:108,24.7,0.426,0.9999833108387284
binarySentiment,all,109,all:109,24.7,0.426,0.0067379469990854
binarySentiment,all,110,all:110,24.7,0.426,0.0011708796207911
binarySentiment,all,111,all:111,24.7,0.426,0.0009118819655545
binarySentiment,all,112,all:112,24.7,0.426,0.0002034683690106
binarySentiment,all,113,all:113,24.7,0.426,3.927863545481039e-07
binarySentiment,all,114,all:114,24.7,0.426,0.9996643629793364
binarySentiment,all,115,all:115,24.7,0.426,0.9968312031432826
binarySentiment,all,116,all:116,24.7,0.426,1.0
binarySentiment,all,117,all:117,24.7,0.426,5.04347662567888e-07
binarySentiment,all,118,all:118,24.7,0.426,0.4385774973263532
binarySentiment,all,119,all:119,24.7,0.426,0.9859396272240766
binarySentiment,all,120,all:120,24.7,0.426,0.9997968880006411
binarySentiment,all,121,all:121,24.7,0.426,1.0
binarySentiment,all,122,all:122,24.7,0.426,1.0
binarySentiment,all,123,all:123,24.7,0.426,0.9819759354668612
binarySentiment,all,124,all:124,24.7,0.426,0.9999998807907176
binarySentiment,all,125,all:125,24.7,0.426,0.9999251393683593
binarySentiment,all,126,all:126,24.7,0.426,0.9999647146728348
binarySentiment,all,127,all:127,24.7,0.426,0.9999991655353212
binarySentiment,all,128,all:128,24.7,0.426,0.880774957955678
binarySentiment,all,129,all:129,24.7,0.426,0.8177718649349759
binarySentiment,all,130,all:130,24.7,0.426,0.9914309682153444
binarySentiment,all,131,all:131,24.7,0.426,0.9999996423721952
binarySentiment,all,132,all:132,24.7,0.426,1.0
binarySentiment,all,133,all:133,24.7,0.426,0.0031827807965096
binarySentiment,all,134,all:134,24.7,0.426,0.0019304541362277
binarySentiment,all,135,all:135,24.7,0.426,0.9997968880006411
binarySentiment,all,136,all:136,24.7,0.426,0.9999418275587814
binarySentiment,all,137,all:137,24.7,0.426,1.300729765406762e-05
binarySentiment,all,138,all:138,24.7,0.426,0.5631446537543376
binarySentiment,all,139,all:139,24.7,0.426,0.999954701495979
binarySentiment,all,140,all:140,24.7,0.426,0.0475071525156794
binarySentiment,all,141,all:141,24.7,0.426,0.9999251393683593
binarySentiment,all,142,all:142,24.7,0.426,0.0231531370016396
binarySentiment,all,143,all:143,24.7,0.426,2.5109991557439816e-08
binarySentiment,all,144,all:144,24.7,0.426,0.029268307607136
binarySentiment,all,145,all:145,24.7,0.426,0.6221280277674447
binarySentiment,all,146,all:146,24.7,0.426,1.0
binarySentiment,all,147,all:147,24.7,0.426,3.726653172078672e-06
binarySentiment,all,148,all:148,24.7,0.426,0.9999041603241164
binarySentiment,all,149,all:149,24.7,0.426,0.0475071525156794
binarySentiment,all,150,all:150,24.7,0.426,0.977073539177897
binarySentiment,all,151,all:151,24.7,0.426,0.0231531370016396
binarySentiment,all,152,all:152,24.7,0.426,0.9999991655353212
binarySentiment,all,153,all:153,24.7,0.426,0.880774957955678
binarySentiment,all,154,all:154,24.7,0.426,0.9984981382022412
binarySentiment,all,155,all:155,24.7,0.426,0.4385774973263532
binarySentiment,all,156,all:156,24.7,0.426,1.0
binarySentiment,all,157,all:157,24.7,0.426,0.9996643629793364
binarySentiment,all,158,all:158,24.7,0.426,0.6221280277674447
binarySentiment,all,159,all:159,24.7,0.426,0.0142642339089992
binarySentiment,all,160,all:160,24.7,0.426,0.9998417025938334
binarySentiment,all,161,all:161,24.7,0.426,0.9999971389811436
binarySentiment,all,162,all:162,24.7,0.426,0.0142642339089992
binarySentiment,all,163,all:163,24.7,0.426,0.0019304541362277
binarySentiment,all,164,all:164,24.7,0.426,0.9859396272240766
binarySentiment,all,165,all:165,24.7,0.426,1.0677040100347829e-06
binarySentiment,all,166,all:166,24.7,0.426,1.0
binarySentiment,all,167,all:167,24.7,0.426,0.970654050104544
binarySentiment,all,168,all:168,24.7,0.426,0.999972463033263
binarySentiment,all,169,all:169,24.7,0.426,2.2603294069810542e-06
binarySentiment,all,170,all:170,24.7,0.426,0.9914309682153444
binarySentiment,all,171,all:171,24.7,0.426,0.0177521259216285
binarySentiment,all,172,all:172,24.7,0.426,0.0067379469990854
binarySentiment,all,173,all:173,24.7,0.426,0.3780774349414026
binarySentiment,all,174,all:174,24.7,0.426,0.9992907179680997
binarySentiment,all,0,all:0,58.0,1.0,0.9959189945593696
binarySentiment,all,1,all:1,58.0,1.0,0.999972463033263
binarySentiment,all,2,all:2,58.0,1.0,0.9995690321023392
binarySentiment,all,3,all:3,58.0,1.0,0.9999971389811436
binarySentiment,all,4,all:4,58.0,1.0,0.999954701495979
binarySentiment,all,5,all:5,58.0,1.0,0.999876983580324
binarySentiment,all,6,all:6,58.0,1.0,0.6221280277674447
binarySentiment,all,7,all:7,58.0,1.0,0.9968312031432826
binarySentiment,all,8,all:8,58.0,1.0,0.9999995231629556
binarySentiment,all,9,all:9,58.0,1.0,0.9999996423721952
binarySentiment,all,10,all:10,58.0,1.0,0.9996643629793364
binarySentiment,all,11,all:11,58.0,1.0,0.6221280277674447
binarySentiment,all,12,all:12,58.0,1.0,0.9047490593213152
binarySentiment,all,13,all:13,58.0,1.0,0.9890134347445642
binarySentiment,all,14,all:14,58.0,1.0,0.9947950868874388
binarySentiment,all,15,all:15,58.0,1.0,0.9968312031432826
binarySentiment,all,16,all:16,58.0,1.0,0.9988333836632732
binarySentiment,all,17,all:17,58.0,1.0,0.99999940395373
binarySentiment,all,18,all:18,58.0,1.0,0.999972463033263
binarySentiment,all,19,all:19,58.0,1.0,0.9984981382022412
binarySentiment,all,20,all:20,58.0,1.0,0.9959189945593696
binarySentiment,all,21,all:21,58.0,1.0,0.9997968880006411
binarySentiment,all,22,all:22,58.0,1.0,0.9994470218452918
binarySentiment,all,23,all:23,58.0,1.0,0.993308620464292
binarySentiment,all,24,all:24,58.0,1.0,0.9984981382022412
binarySentiment,all,25,all:25,58.0,1.0,0.9998417025938334
binarySentiment,all,26,all:26,58.0,1.0,0.9999041603241164
binarySentiment,all,27,all:27,58.0,1.0,0.9959189945593696
binarySentiment,all,28,all:28,58.0,1.0,0.9984981382022412
binarySentiment,all,29,all:29,58.0,1.0,0.9959189945593696
binarySentiment,all,30,all:30,58.0,1.0,0.9999982118622556
binarySentiment,all,31,all:31,58.0,1.0,0.9890134347445642
binarySentiment,all,32,all:32,58.0,1.0,0.9047490593213152
binarySentiment,all,33,all:33,58.0,1.0,1.0
binarySentiment,all,34,all:34,58.0,1.0,0.999876983580324
binarySentiment,all,35,all:35,58.0,1.0,0.9959189945593696
binarySentiment,all,36,all:36,58.0,1.0,0.9984981382022412
binarySentiment,all,37,all:37,58.0,1.0,0.9999647146728348
binarySentiment,all,38,all:38,58.0,1.0,0.9980716248926385
binarySentiment,all,39,all:39,58.0,1.0,0.9990887028372136
binarySentiment,all,40,all:40,58.0,1.0,0.9990887028372136
binarySentiment,all,41,all:41,58.0,1.0,0.9047490593213152
binarySentiment,all,42,all:42,58.0,1.0,0.9999982118622556
binarySentiment,all,43,all:43,58.0,1.0,0.977073539177897
binarySentiment,all,44,all:44,58.0,1.0,0.9947950868874388
binarySentiment,all,45,all:45,58.0,1.0,0.9975311288597258
binarySentiment,all,46,all:46,58.0,1.0,0.9995690321023392
binarySentiment,all,47,all:47,58.0,1.0,0.9999041603241164
binarySentiment,all,48,all:48,58.0,1.0,0.9994470218452918
binarySentiment,all,49,all:49,58.0,1.0,0.970654050104544
binarySentiment,all,50,all:50,58.0,1.0,0.9999418275587814
binarySentiment,all,51,all:51,58.0,1.0,0.9998417025938334
binarySentiment,all,52,all:52,58.0,1.0,0.9968312031432826
binarySentiment,all,53,all:53,58.0,1.0,0.9947950868874388
binarySentiment,all,54,all:54,58.0,1.0,0.9999989271169696
binarySentiment,all,55,all:55,58.0,1.0,0.9999418275587814
binarySentiment,all,56,all:56,58.0,1.0,0.9819759354668612
binarySentiment,all,57,all:57,58.0,1.0,0.9980716248926385
binarySentiment,all,58,all:58,58.0,1.0,0.9996643629793364
binarySentiment,all,59,all:59,58.0,1.0,0.9626302113026796
binarySentiment,all,60,all:60,58.0,1.0,0.9992907179680997
binarySentiment,all,61,all:61,58.0,1.0,0.9999647146728348
binarySentiment,all,62,all:62,58.0,1.0,0.9992907179680997
binarySentiment,all,63,all:63,58.0,1.0,0.9999971389811436
binarySentiment,all,64,all:64,58.0,1.0,0.9988333836632732
binarySentiment,all,65,all:65,58.0,1.0,0.9988333836632732
binarySentiment,all,66,all:66,58.0,1.0,0.9914309682153444
binarySentiment,all,67,all:67,58.0,1.0,0.9984981382022412
binarySentiment,all,68,all:68,58.0,1.0,0.9997387273749432
binarySentiment,all,69,all:69,58.0,1.0,0.9988333836632732
binarySentiment,all,70,all:70,58.0,1.0,0.9968312031432826
binarySentiment,all,71,all:71,58.0,1.0,0.999972463033263
binarySentiment,all,72,all:72,58.0,1.0,0.9999991655353212
binarySentiment,all,73,all:73,58.0,1.0,0.993308620464292
binarySentiment,all,74,all:74,58.0,1.0,0.880774957955678
binarySentiment,all,75,all:75,58.0,1.0,0.9990887028372136
binarySentiment,all,76,all:76,58.0,1.0,0.993308620464292
binarySentiment,all,77,all:77,58.0,1.0,0.9994470218452918
binarySentiment,all,78,all:78,58.0,1.0,0.9997387273749432
binarySentiment,all,79,all:79,58.0,1.0,0.9975311288597258
binarySentiment,all,80,all:80,58.0,1.0,0.999876983580324
binarySentiment,all,81,all:81,58.0,1.0,0.9859396272240766
binarySentiment,all,82,all:82,58.0,1.0,1.0
binarySentiment,all,83,all:83,58.0,1.0,0.9999833108387284
binarySentiment,all,84,all:84,58.0,1.0,0.9980716248926385
binarySentiment,all,85,all:85,58.0,1.0,0.999876983580324
binarySentiment,all,86,all:86,58.0,1.0,0.9999041603241164
binarySentiment,all,87,all:87,58.0,1.0,0.9999833108387284
binarySentiment,all,88,all:88,58.0,1.0,0.977073539177897
binarySentiment,all,89,all:89,58.0,1.0,0.999972463033263
binarySentiment,all,90,all:90,58.0,1.0,0.9998417025938334
binarySentiment,all,91,all:91,58.0,1.0,0.9980716248926385
binarySentiment,all,92,all:92,58.0,1.0,0.999876983580324
binarySentiment,all,93,all:93,58.0,1.0,0.7316156289466419
binarySentiment,all,94,all:94,58.0,1.0,0.9999041603241164
binarySentiment,all,95,all:95,58.0,1.0,0.9239460814058078
binarySentiment,all,96,all:96,58.0,1.0,0.993308620464292
binarySentiment,all,97,all:97,58.0,1.0,0.9959189945593696
binarySentiment,all,98,all:98,58.0,1.0,0.9959189945593696
binarySentiment,all,99,all:99,58.0,1.0,0.9239460814058078
binarySentiment,all,100,all:100,58.0,1.0,0.9999251393683593
binarySentiment,all,101,all:101,58.0,1.0,0.9980716248926385
binarySentiment,all,102,all:102,58.0,1.0,0.9859396272240766
binarySentiment,all,103,all:103,58.0,1.0,0.9992907179680997
binarySentiment,all,104,all:104,58.0,1.0,0.9999991655353212
binarySentiment,all,105,all:105,58.0,1.0,0.9968312031432826
binarySentiment,all,106,all:106,58.0,1.0,0.9859396272240766
binarySentiment,all,107,all:107,58.0,1.0,0.9975311288597258
binarySentiment,all,108,all:108,58.0,1.0,0.9995690321023392
binarySentiment,all,109,all:109,58.0,1.0,0.9947950868874388
binarySentiment,all,110,all:110,58.0,1.0,0.9914309682153444
binarySentiment,all,111,all:111,58.0,1.0,0.9975311288597258
binarySentiment,all,112,all:112,58.0,1.0,0.9968312031432826
binarySentiment,all,113,all:113,58.0,1.0,0.9239460814058078
binarySentiment,all,114,all:114,58.0,1.0,0.9999833108387284
binarySentiment,all,115,all:115,58.0,1.0,0.9990887028372136
binarySentiment,all,116,all:116,58.0,1.0,0.9999971389811436
binarySentiment,all,117,all:117,58.0,1.0,0.952577334334235
binarySentiment,all,118,all:118,58.0,1.0,0.9914309682153444
binarySentiment,all,119,all:119,58.0,1.0,0.9992907179680997
binarySentiment,all,120,all:120,58.0,1.0,0.9997387273749432
binarySentiment,all,121,all:121,58.0,1.0,0.9999998807907176
binarySentiment,all,122,all:122,58.0,1.0,0.9999938011361564
binarySentiment,all,123,all:123,58.0,1.0,0.999876983580324
binarySentiment,all,124,all:124,58.0,1.0,0.9999898672617248
binarySentiment,all,125,all:125,58.0,1.0,0.9999418275587814
binarySentiment,all,126,all:126,58.0,1.0,0.9992907179680997
binarySentiment,all,127,all:127,58.0,1.0,0.9997387273749432
binarySentiment,all,128,all:128,58.0,1.0,0.9988333836632732
binarySentiment,all,129,all:129,58.0,1.0,0.9995690321023392
binarySentiment,all,130,all:130,58.0,1.0,0.9959189945593696
binarySentiment,all,131,all:131,58.0,1.0,0.9999938011361564
binarySentiment,all,132,all:132,58.0,1.0,0.9999998807907176
binarySentiment,all,133,all:133,58.0,1.0,0.9988333836632732
binarySentiment,all,134,all:134,58.0,1.0,0.9890134347445642
binarySentiment,all,135,all:135,58.0,1.0,0.999876983580324
binarySentiment,all,136,all:136,58.0,1.0,0.9994470218452918
binarySentiment,all,137,all:137,58.0,1.0,0.9984981382022412
binarySentiment,all,138,all:138,58.0,1.0,0.9975311288597258
binarySentiment,all,139,all:139,58.0,1.0,0.9999251393683593
binarySentiment,all,140,all:140,58.0,1.0,0.977073539177897
binarySentiment,all,141,all:141,58.0,1.0,0.9996643629793364
binarySentiment,all,142,all:142,58.0,1.0,0.9980716248926385
binarySentiment,all,143,all:143,58.0,1.0,0.977073539177897
binarySentiment,all,144,all:144,58.0,1.0,0.9994470218452918
binarySentiment,all,145,all:145,58.0,1.0,0.9914309682153444
binarySentiment,all,146,all:146,58.0,1.0,0.9999997615814492
binarySentiment,all,147,all:147,58.0,1.0,0.977073539177897
binarySentiment,all,148,all:148,58.0,1.0,0.999954701495979
binarySentiment,all,149,all:149,58.0,1.0,0.9859396272240766
binarySentiment,all,150,all:150,58.0,1.0,0.9999785425580952
binarySentiment,all,151,all:151,58.0,1.0,0.970654050104544
binarySentiment,all,152,all:152,58.0,1.0,0.9999785425580952
binarySentiment,all,153,all:153,58.0,1.0,0.9995690321023392
binarySentiment,all,154,all:154,58.0,1.0,0.999876983580324
binarySentiment,all,155,all:155,58.0,1.0,0.9947950868874388
binarySentiment,all,156,all:156,58.0,1.0,0.9999418275587814
binarySentiment,all,157,all:157,58.0,1.0,0.9995690321023392
binarySentiment,all,158,all:158,58.0,1.0,0.9959189945593696
binarySentiment,all,159,all:159,58.0,1.0,0.9947950868874388
binarySentiment,all,160,all:160,58.0,1.0,0.9988333836632732
binarySentiment,all,161,all:161,58.0,1.0,0.9980716248926385
binarySentiment,all,162,all:162,58.0,1.0,0.9996643629793364
binarySentiment,all,163,all:163,58.0,1.0,0.9914309682153444
binarySentiment,all,164,all:164,58.0,1.0,0.9994470218452918
binarySentiment,all,165,all:165,58.0,1.0,0.993308620464292
binarySentiment,all,166,all:166,58.0,1.0,0.9999996423721952
binarySentiment,all,167,all:167,58.0,1.0,0.9968312031432826
binarySentiment,all,168,all:168,58.0,1.0,0.9999418275587814
binarySentiment,all,169,all:169,58.0,1.0,0.9890134347445642
binarySentiment,all,170,all:170,58.0,1.0,0.9859396272240766
binarySentiment,all,171,all:171,58.0,1.0,0.9859396272240766
binarySentiment,all,172,all:172,58.0,1.0,0.9975311288597258
binarySentiment,all,173,all:173,58.0,1.0,0.9984981382022412
binarySentiment,all,174,all:174,58.0,1.0,0.9995690321023392
continuousSentiment,all,0,all:0,-41.9,-1.0,0.007403371652209488
continuousSentiment,all,1,all:1,-41.9,-1.0,0.2530245676830456
continuousSentiment,all,2,all:2,-41.9,-1.0,0.20441155192716698
continuousSentiment,all,3,all:3,-41.9,-1.0,0.24144264233502005
continuousSentiment,all,4,all:4,-41.9,-1.0,0.25602959750376086
continuousSentiment,all,5,all:5,-41.9,-1.0,0.0032614190684394444
continuousSentiment,all,6,all:6,-41.9,-1.0,0.00011761731802589999
continuousSentiment,all,7,all:7,-41.9,-1.0,8.395893895582222e-05
continuousSentiment,all,8,all:8,-41.9,-1.0,0.1821310264283798
continuousSentiment,all,9,all:9,-41.9,-1.0,0.24970189125543246
continuousSentiment,all,10,all:10,-41.9,-1.0,1.948615376890535e-06
continuousSentiment,all,11,all:11,-41.9,-1.0,0.009326375084622267
continuousSentiment,all,12,all:12,-41.9,-1.0,1.39584010924e-05
continuousSentiment,all,13,all:13,-41.9,-1.0,0.00022505482883504444
continuousSentiment,all,14,all:14,-41.9,-1.0,0.0040724206622573
continuousSentiment,all,15,all:15,-41.9,-1.0,0.00022252523537544442
continuousSentiment,all,16,all:16,-41.9,-1.0,0.031155820418648377
continuousSentiment,all,17,all:17,-41.9,-1.0,0.17060311968804298
continuousSentiment,all,18,all:18,-41.9,-1.0,0.27270078626156796
continuousSentiment,all,19,all:19,-41.9,-1.0,0.0016107012914157444
continuousSentiment,all,20,all:20,-41.9,-1.0,0.00029803832916573333
continuousSentiment,all,21,all:21,-41.9,-1.0,0.10246452312642224
continuousSentiment,all,22,all:22,-41.9,-1.0,0.2588522585711771
continuousSentiment,all,23,all:23,-41.9,-1.0,0.00011733452065681111
continuousSentiment,all,24,all:24,-41.9,-1.0,0.06564322103617255
continuousSentiment,all,25,all:25,-41.9,-1.0,0.14800274417499598
continuousSentiment,all,26,all:26,-41.9,-1.0,0.011054530534787622
continuousSentiment,all,27,all:27,-41.9,-1.0,0.0005178025528068333
continuousSentiment,all,28,all:28,-41.9,-1.0,0.00021838280867406666
continuousSentiment,all,29,all:29,-41.9,-1.0,0.10947990881083267
continuousSentiment,all,30,all:30,-41.9,-1.0,0.23243523521807466
continuousSentiment,all,31,all:31,-41.9,-1.0,0.0026082497990299112
continuousSentiment,all,32,all:32,-41.9,-1.0,0.00015001069461955554
continuousSentiment,all,33,all:33,-41.9,-1.0,0.1544981557127345
continuousSentiment,all,34,all:34,-41.9,-1.0,0.1682101332840161
continuousSentiment,all,35,all:35,-41.9,-1.0,0.0014065260050772667
continuousSentiment,all,36,all:36,-41.9,-1.0,0.12281702338386112
continuousSentiment,all,37,all:37,-41.9,-1.0,0.0001192396364076
continuousSentiment,all,38,all:38,-41.9,-1.0,0.01163799391173819
continuousSentiment,all,39,all:39,-41.9,-1.0,0.17336686270960944
continuousSentiment,all,40,all:40,-41.9,-1.0,0.14029205615866214
continuousSentiment,all,41,all:41,-41.9,-1.0,0.1047571049100936
continuousSentiment,all,42,all:42,-41.9,-1.0,0.19954413321926173
continuousSentiment,all,43,all:43,-41.9,-1.0,0.016396874097391677
continuousSentiment,all,44,all:44,-41.9,-1.0,0.07365766833758282
continuousSentiment,all,45,all:45,-41.9,-1.0,0.007138701941459545
continuousSentiment,all,46,all:46,-41.9,-1.0,0.2980103144540727
continuousSentiment,all,47,all:47,-41.9,-1.0,0.23559106738669053
continuousSentiment,all,48,all:48,-41.9,-1.0,0.1143246005038305
continuousSentiment,all,49,all:49,-41.9,-1.0,0.019314091575866332
continuousSentiment,all,50,all:50,-41.9,-1.0,0.004480238606863711
continuousSentiment,all,51,all:51,-41.9,-1.0,0.033588725298934176
continuousSentiment,all,52,all:52,-41.9,-1.0,0.07621314488397483
continuousSentiment,all,53,all:53,-41.9,-1.0,0.16443737149844073
continuousSentiment,all,54,all:54,-41.9,-1.0,0.15330454249274686
continuousSentiment,all,55,all:55,-41.9,-1.0,0.2557948453913883
continuousSentiment,all,56,all:56,-41.9,-1.0,5.174919174094445e-05
continuousSentiment,all,57,all:57,-41.9,-1.0,0.27044521754173717
continuousSentiment,all,58,all:58,-41.9,-1.0,0.2747084440792201
continuousSentiment,all,59,all:59,-41.9,-1.0,0.0011732809896049445
continuousSentiment,all,60,all:60,-41.9,-1.0,0.2645820786032503
continuousSentiment,all,61,all:61,-41.9,-1.0,0.31871419042665816
continuousSentiment,all,62,all:62,-41.9,-1.0,0.4836075161691677
continuousSentiment,all,63,all:63,-41.9,-1.0,0.2398306260709299
continuousSentiment,all,64,all:64,-41.9,-1.0,0.31276297328831826
continuousSentiment,all,65,all:65,-41.9,-1.0,1.0871495132667959e-05
continuousSentiment,all,66,all:66,-41.9,-1.0,0.009684754917754022
continuousSentiment,all,67,all:67,-41.9,-1.0,0.0010730151766995333
continuousSentiment,all,68,all:68,-41.9,-1.0,3.972401691817289e-06
continuousSentiment,all,69,all:69,-41.9,-1.0,0.15674583316388843
continuousSentiment,all,70,all:70,-41.9,-1.0,0.002881708559603311
continuousSentiment,all,71,all:71,-41.9,-1.0,0.18078176802036053
continuousSentiment,all,72,all:72,-41.9,-1.0,0.21088280861205333
continuousSentiment,all,73,all:73,-41.9,-1.0,0.015463170695815123
continuousSentiment,all,74,all:74,-41.9,-1.0,0.00017334243921442223
continuousSentiment,all,75,all:75,-41.9,-1.0,0.01027469456110782
continuousSentiment,all,76,all:76,-41.9,-1.0,0.0005269242106652223
continuousSentiment,all,77,all:77,-41.9,-1.0,0.2000088384699858
continuousSentiment,all,78,all:78,-41.9,-1.0,0.04942819403210001
continuousSentiment,all,79,all:79,-41.9,-1.0,0.020589609019473945
continuousSentiment,all,80,all:80,-41.9,-1.0,0.28824773932346626
continuousSentiment,all,81,all:81,-41.9,-1.0,0.0018544862594011666
continuousSentiment,all,82,all:82,-41.9,-1.0,0.00038174005426565554
continuousSentiment,all,83,all:83,-41.9,-1.0,0.15460626496870558
continuousSentiment,all,84,all:84,-41.9,-1.0,0.0006446206555413334
continuousSentiment,all,85,all:85,-41.9,-1.0,0.00017538447631295555
continuousSentiment,all,86,all:86,-41.9,-1.0,0.24051692049978968
continuousSentiment,all,87,all:87,-41.9,-1.0,0.17391013783522233
continuousSentiment,all,88,all:88,-41.9,-1.0,0.0004434719228815
continuousSentiment,all,89,all:89,-41.9,-1.0,0.3184615781032633
continuousSentiment,all,90,all:90,-41.9,-1.0,0.26060818794532803
continuousSentiment,all,91,all:91,-41.9,-1.0,0.00022561017024493333
continuousSentiment,all,92,all:92,-41.9,-1.0,0.0009787361581377555
continuousSentiment,all,93,all:93,-41.9,-1.0,0.011358613457738066
continuousSentiment,all,94,all:94,-41.9,-1.0,0.3238549353460738
continuousSentiment,all,95,all:95,-41.9,-1.0,0.12909762168012331
continuousSentiment,all,96,all:96,-41.9,-1.0,0.0006203746594816445
continuousSentiment,all,97,all:97,-41.9,-1.0,0.0855917628700673
continuousSentiment,all,98,all:98,-41.9,-1.0,0.0008537665313696111
continuousSentiment,all,99,all:99,-41.9,-1.0,5.0886511890477773e-05
continuousSentiment,all,100,all:100,-41.9,-1.0,0.2305363629800934
continuousSentiment,all,101,all:101,-41.9,-1.0,0.14184106664066035
continuousSentiment,all,102,all:102,-41.9,-1.0,0.0002509331959621556
continuousSentiment,all,103,all:103,-41.9,-1.0,0.3212396354854619
continuousSentiment,all,104,all:104,-41.9,-1.0,0.287896841785474
continuousSentiment,all,105,all:105,-41.9,-1.0,8.397568124576668e-05
continuousSentiment,all,106,all:106,-41.9,-1.0,0.03560082378045242
continuousSentiment,all,107,all:107,-41.9,-1.0,0.08887829015659948
continuousSentiment,all,108,all:108,-41.9,-1.0,0.24276887573206662
continuousSentiment,all,109,all:109,-41.9,-1.0,0.037686641786580335
continuousSentiment,all,110,all:110,-41.9,-1.0,0.03087438665254061
continuousSentiment,all,111,all:111,-41.9,-1.0,0.0001054970821818
continuousSentiment,all,112,all:112,-41.9,-1.0,0.0009987309312454555
continuousSentiment,all,113,all:113,-41.9,-1.0,3.767917109811111e-05
continuousSentiment,all,114,all:114,-41.9,-1.0,0.1001237276189179
continuousSentiment,all,115,all:115,-41.9,-1.0,0.28856704037474157
continuousSentiment,all,116,all:116,-41.9,-1.0,0.12124220026216559
continuousSentiment,all,117,all:117,-41.9,-1.0,3.767916800616667e-05
continuousSentiment,all,118,all:118,-41.9,-1.0,0.15814684706958063
continuousSentiment,all,119,all:119,-41.9,-1.0,0.10543823705988915
continuousSentiment,all,120,all:120,-41.9,-1.0,0.001332770784637622
continuousSentiment,all,121,all:121,-41.9,-1.0,0.2237669339662409
continuousSentiment,all,122,all:122,-41.9,-1.0,0.16619378439237978
continuousSentiment,all,123,all:123,-41.9,-1.0,2.4071980394400002e-05
continuousSentiment,all,124,all:124,-41.9,-1.0,0.15558193007529425
continuousSentiment,all,125,all:125,-41.9,-1.0,0.08408915514061434
continuousSentiment,all,126,all:126,-41.9,-1.0,0.2892574855670887
continuousSentiment,all,127,all:127,-41.9,-1.0,0.3209170489794913
continuousSentiment,all,128,all:128,-41.9,-1.0,0.3125718692224091
continuousSentiment,all,129,all:129,-41.9,-1.0,0.001655052685148189
continuousSentiment,all,130,all:130,-41.9,-1.0,0.10140401158092444
continuousSentiment,all,131,all:131,-41.9,-1.0,0.14071481090220245
continuousSentiment,all,132,all:132,-41.9,-1.0,0.26951404103610666
continuousSentiment,all,133,all:133,-41.9,-1.0,0.005592806645051633
continuousSentiment,all,134,all:134,-41.9,-1.0,0.0003429051512815333
continuousSentiment,all,135,all:135,-41.9,-1.0,0.021230845076508947
continuousSentiment,all,136,all:136,-41.9,-1.0,0.22091112131388188
continuousSentiment,all,137,all:137,-41.9,-1.0,0.00047094648197256665
continuousSentiment,all,138,all:138,-41.9,-1.0,0.26852998498419145
continuousSentiment,all,139,all:139,-41.9,-1.0,0.09695953550226415
continuousSentiment,all,140,all:140,-41.9,-1.0,0.05281505776556168
continuousSentiment,all,141,all:141,-41.9,-1.0,0.2917417666244458
continuousSentiment,all,142,all:142,-41.9,-1.0,0.19805334054056523
continuousSentiment,all,143,all:143,-41.9,-1.0,0.00016335942895645555
continuousSentiment,all,144,all:144,-41.9,-1.0,0.04237975228218299
continuousSentiment,all,145,all:145,-41.9,-1.0,0.022073431780202154
continuousSentiment,all,146,all:146,-41.9,-1.0,0.18315100599158818
continuousSentiment,all,147,all:147,-41.9,-1.0,0.00017334384479763333
continuousSentiment,all,148,all:148,-41.9,-1.0,0.15765091243151114
continuousSentiment,all,149,all:149,-41.9,-1.0,0.020983454599175846
continuousSentiment,all,150,all:150,-41.9,-1.0,0.005384507865300533
continuousSentiment,all,151,all:151,-41.9,-1.0,0.0023118160700124667
continuousSentiment,all,152,all:152,-41.9,-1.0,0.15379339407439693
continuousSentiment,all,153,all:153,-41.9,-1.0,0.15201554111541973
continuousSentiment,all,154,all:154,-41.9,-1.0,0.07690238900350405
continuousSentiment,all,155,all:155,-41.9,-1.0,0.06654867617119148
continuousSentiment,all,156,all:156,-41.9,-1.0,0.24532280976302948
continuousSentiment,all,157,all:157,-41.9,-1.0,0.18825877513398323
continuousSentiment,all,158,all:158,-41.9,-1.0,0.0240019864492463
continuousSentiment,all,159,all:159,-41.9,-1.0,0.2730583381070615
continuousSentiment,all,160,all:160,-41.9,-1.0,0.18095799667814147
continuousSentiment,all,161,all:161,-41.9,-1.0,0.184043085045005
continuousSentiment,all,162,all:162,-41.9,-1.0,0.0004586214867786
continuousSentiment,all,163,all:163,-41.9,-1.0,0.004847158383539011
continuousSentiment,all,164,all:164,-41.9,-1.0,0.007675653290755222
continuousSentiment,all,165,all:165,-41.9,-1.0,0.001733115358790011
continuousSentiment,all,166,all:166,-41.9,-1.0,0.2444169154979789
continuousSentiment,all,167,all:167,-41.9,-1.0,0.030108637446947258
