model_name,i,alpha,alpha_norm,alignment_pressure,answer_stance,reasoning_stance
qwen25_14b,226,23.2,0.4,0.4,6.0,5.0
qwen25_14b,220,23.2,0.4,0.4,6.0,6.0
qwen25_14b,224,23.2,0.4,0.4,5.0,4.0
qwen25_14b,229,23.2,0.4,0.4,5.0,4.0
qwen25_14b,227,23.2,0.4,0.4,7.0,6.0
qwen25_14b,235,23.2,0.4,0.4,5.0,1.0
qwen25_14b,233,23.2,0.4,0.4,3.0,1.0
qwen25_14b,236,23.2,0.4,0.4,3.0,1.0
qwen25_14b,234,23.2,0.4,0.4,6.0,4.0
qwen25_14b,230,23.2,0.4,0.4,6.0,4.0
qwen25_14b,228,23.2,0.4,0.4,6.0,4.0
qwen25_14b,238,23.2,0.4,0.4,5.0,2.0
qwen25_14b,239,23.2,0.4,0.4,5.0,1.0
qwen25_14b,240,34.8,0.6,0.6,5.0,4.0
qwen25_14b,232,23.2,0.4,0.4,3.0,1.0
qwen25_14b,237,23.2,0.4,0.4,1.0,1.0
qwen25_14b,242,34.8,0.6,0.6,7.0,4.0
qwen25_14b,244,34.8,0.6,0.6,1.0,7.0
qwen25_14b,231,23.2,0.4,0.4,7.0,6.0
qwen25_14b,241,34.8,0.6,0.6,7.0,7.0
qwen25_14b,243,34.8,0.6,0.6,7.0,7.0
qwen25_14b,248,34.8,0.6,0.6,7.0,7.0
qwen25_14b,247,34.8,0.6,0.6,6.0,4.0
qwen25_14b,246,34.8,0.6,0.6,6.0,4.0
qwen25_14b,245,34.8,0.6,0.6,7.0,4.0
qwen25_14b,251,34.8,0.6,0.6,5.0,4.0
qwen25_14b,250,34.8,0.6,0.6,7.0,6.0
qwen25_14b,249,34.8,0.6,0.6,6.0,4.0
qwen25_14b,253,34.8,0.6,0.6,6.0,6.0
qwen25_14b,254,34.8,0.6,0.6,7.0,4.0
qwen25_14b,252,34.8,0.6,0.6,3.0,4.0
qwen25_14b,256,34.8,0.6,0.6,7.0,7.0
qwen25_14b,257,34.8,0.6,0.6,7.0,6.0
qwen25_14b,255,34.8,0.6,0.6,7.0,6.0
qwen25_14b,264,34.8,0.6,0.6,7.0,6.0
qwen25_14b,259,34.8,0.6,0.6,5.0,4.0
qwen25_14b,262,34.8,0.6,0.6,7.0,1.0
qwen25_14b,258,34.8,0.6,0.6,7.0,4.0
qwen25_14b,263,34.8,0.6,0.6,7.0,2.0
qwen25_14b,265,34.8,0.6,0.6,6.0,4.0
qwen25_14b,266,34.8,0.6,0.6,7.0,2.0
qwen25_14b,261,34.8,0.6,0.6,7.0,5.0
qwen25_14b,260,34.8,0.6,0.6,7.0,4.0
qwen25_14b,269,34.8,0.6,0.6,7.0,3.0
qwen25_14b,267,34.8,0.6,0.6,1.0,1.0
qwen25_14b,268,34.8,0.6,0.6,3.0,3.0
qwen25_14b,271,46.4,0.8,0.8,7.0,7.0
qwen25_14b,272,46.4,0.8,0.8,7.0,4.0
qwen25_14b,274,46.4,0.8,0.8,7.0,1.0
qwen25_14b,270,46.4,0.8,0.8,7.0,6.0
qwen25_14b,273,46.4,0.8,0.8,1.0,4.0
qwen25_14b,275,46.4,0.8,0.8,7.0,4.0
qwen25_14b,276,46.4,0.8,0.8,5.0,4.0
qwen25_14b,279,46.4,0.8,0.8,6.0,4.0
qwen25_14b,277,46.4,0.8,0.8,6.0,3.0
qwen25_14b,280,46.4,0.8,0.8,7.0,6.0
qwen25_14b,283,46.4,0.8,0.8,7.0,6.0
qwen25_14b,278,46.4,0.8,0.8,7.0,7.0
qwen25_14b,281,46.4,0.8,0.8,5.0,5.0
qwen25_14b,282,46.4,0.8,0.8,1.0,7.0
qwen25_14b,287,46.4,0.8,0.8,7.0,6.0
qwen25_14b,284,46.4,0.8,0.8,7.0,6.0
qwen25_14b,291,46.4,0.8,0.8,7.0,7.0
qwen25_14b,286,46.4,0.8,0.8,7.0,6.0
qwen25_14b,285,46.4,0.8,0.8,7.0,6.0
qwen25_14b,288,46.4,0.8,0.8,6.0,4.0
qwen25_14b,290,46.4,0.8,0.8,7.0,4.0
qwen25_14b,289,46.4,0.8,0.8,7.0,4.0
qwen25_14b,293,46.4,0.8,0.8,7.0,1.0
qwen25_14b,292,46.4,0.8,0.8,7.0,1.0
qwen25_14b,294,46.4,0.8,0.8,7.0,6.0
qwen25_14b,299,46.4,0.8,0.8,7.0,7.0
qwen25_14b,297,46.4,0.8,0.8,7.0,6.0
qwen25_14b,295,46.4,0.8,0.8,6.0,5.0
qwen25_14b,298,46.4,0.8,0.8,7.0,2.0
qwen25_14b,296,46.4,0.8,0.8,5.0,2.0
qwen25_14b,302,58.0,1.0,1.0,7.0,4.0
qwen25_14b,305,58.0,1.0,1.0,7.0,4.0
qwen25_14b,309,58.0,1.0,1.0,6.0,4.0
qwen25_14b,303,58.0,1.0,1.0,1.0,1.0
qwen25_14b,308,58.0,1.0,1.0,7.0,4.0
qwen25_14b,304,58.0,1.0,1.0,1.0,7.0
qwen25_14b,301,58.0,1.0,1.0,7.0,4.0
qwen25_14b,311,58.0,1.0,1.0,7.0,5.0
qwen25_14b,300,58.0,1.0,1.0,7.0,7.0
qwen25_14b,307,58.0,1.0,1.0,5.0,3.0
qwen25_14b,312,58.0,1.0,1.0,3.0,4.0
qwen25_14b,306,58.0,1.0,1.0,6.0,4.0
qwen25_14b,317,58.0,1.0,1.0,6.0,5.0
qwen25_14b,315,58.0,1.0,1.0,7.0,6.0
qwen25_14b,313,58.0,1.0,1.0,7.0,3.0
qwen25_14b,310,58.0,1.0,1.0,7.0,4.0
qwen25_14b,314,58.0,1.0,1.0,7.0,7.0
qwen25_14b,318,58.0,1.0,1.0,6.0,6.0
qwen25_14b,316,58.0,1.0,1.0,7.0,6.0
qwen25_14b,319,58.0,1.0,1.0,7.0,4.0
qwen25_14b,320,58.0,1.0,1.0,7.0,6.0
qwen25_14b,323,58.0,1.0,1.0,7.0,7.0
qwen25_14b,327,58.0,1.0,1.0,7.0,1.0
qwen25_14b,322,58.0,1.0,1.0,7.0,1.0
qwen25_14b,324,58.0,1.0,1.0,5.0,5.0
qwen25_14b,321,58.0,1.0,1.0,3.0,3.0
qwen25_14b,328,58.0,1.0,1.0,7.0,1.0
qwen25_14b,329,58.0,1.0,1.0,7.0,5.0
qwen25_14b,325,58.0,1.0,1.0,6.0,4.0
qwen25_14b,326,58.0,1.0,1.0,7.0,4.0
qwen25_32b,15,-97.4,-1.0,-1.0,2.0,4.0
qwen25_32b,17,-97.4,-1.0,-1.0,5.0,6.0
qwen25_32b,0,-97.4,-1.0,-1.0,5.0,2.0
qwen25_32b,8,-97.4,-1.0,-1.0,2.0,4.0
qwen25_32b,9,-97.4,-1.0,-1.0,1.0,2.0
qwen25_32b,18,-97.4,-1.0,-1.0,1.0,4.0
qwen25_32b,7,-97.4,-1.0,-1.0,1.0,2.0
qwen25_32b,5,-97.4,-1.0,-1.0,1.0,4.0
qwen25_32b,1,-97.4,-1.0,-1.0,4.0,4.0
qwen25_32b,11,-97.4,-1.0,-1.0,1.0,2.0
qwen25_32b,16,-97.4,-1.0,-1.0,3.0,3.0
qwen25_32b,2,-97.4,-1.0,-1.0,2.0,4.0
qwen25_32b,6,-97.4,-1.0,-1.0,1.0,1.0
qwen25_32b,10,-97.4,-1.0,-1.0,4.0,4.0
qwen25_32b,3,-97.4,-1.0,-1.0,6.0,4.0
qwen25_32b,12,-97.4,-1.0,-1.0,4.0,4.0
qwen25_32b,4,-97.4,-1.0,-1.0,1.0,6.0
qwen25_32b,19,-97.4,-1.0,-1.0,2.0,3.0
qwen25_32b,14,-97.4,-1.0,-1.0,3.0,4.0
qwen25_32b,13,-97.4,-1.0,-1.0,2.0,2.0
qwen25_32b,22,-97.4,-1.0,-1.0,1.0,1.0
qwen25_32b,25,-97.4,-1.0,-1.0,1.0,1.0
qwen25_32b,23,-97.4,-1.0,-1.0,1.0,1.0
qwen25_32b,20,-97.4,-1.0,-1.0,3.0,4.0
qwen25_32b,29,-97.4,-1.0,-1.0,1.0,1.0
qwen25_32b,26,-97.4,-1.0,-1.0,1.0,1.0
qwen25_32b,24,-97.4,-1.0,-1.0,1.0,1.0
qwen25_32b,21,-97.4,-1.0,-1.0,7.0,6.0
qwen25_32b,32,-77.92,-0.8,-0.8,3.0,4.0
qwen25_32b,27,-97.4,-1.0,-1.0,1.0,1.0
qwen25_32b,30,-77.92,-0.8,-0.8,6.0,5.0
qwen25_32b,28,-97.4,-1.0,-1.0,1.0,1.0
qwen25_32b,34,-77.92,-0.8,-0.8,1.0,4.0
qwen25_32b,31,-77.92,-0.8,-0.8,5.0,6.0
qwen25_32b,33,-77.92,-0.8,-0.8,2.0,4.0
qwen25_32b,37,-77.92,-0.8,-0.8,2.0,2.0
qwen25_32b,36,-77.92,-0.8,-0.8,1.0,2.0
qwen25_32b,38,-77.92,-0.8,-0.8,2.0,4.0
qwen25_32b,41,-77.92,-0.8,-0.8,1.0,1.0
qwen25_32b,43,-77.92,-0.8,-0.8,2.0,2.0
qwen25_32b,35,-77.92,-0.8,-0.8,1.0,4.0
qwen25_32b,48,-77.92,-0.8,-0.8,4.0,4.0
qwen25_32b,39,-77.92,-0.8,-0.8,1.0,2.0
qwen25_32b,45,-77.92,-0.8,-0.8,4.0,4.0
qwen25_32b,44,-77.92,-0.8,-0.8,5.0,4.0
qwen25_32b,53,-77.92,-0.8,-0.8,1.0,1.0
qwen25_32b,54,-77.92,-0.8,-0.8,1.0,1.0
qwen25_32b,40,-77.92,-0.8,-0.8,2.0,4.0
qwen25_32b,47,-77.92,-0.8,-0.8,3.0,6.0
qwen25_32b,42,-77.92,-0.8,-0.8,4.0,4.0
qwen25_32b,49,-77.92,-0.8,-0.8,2.0,4.0
qwen25_32b,50,-77.92,-0.8,-0.8,2.0,4.0
qwen25_32b,51,-77.92,-0.8,-0.8,5.0,6.0
qwen25_32b,46,-77.92,-0.8,-0.8,3.0,4.0
qwen25_32b,55,-77.92,-0.8,-0.8,1.0,1.0
qwen25_32b,56,-77.92,-0.8,-0.8,1.0,1.0
qwen25_32b,58,-77.92,-0.8,-0.8,1.0,1.0
qwen25_32b,57,-77.92,-0.8,-0.8,1.0,1.0
qwen25_32b,59,-77.92,-0.8,-0.8,1.0,1.0
qwen25_32b,65,-58.44,-0.6,-0.6,4.0,4.0
qwen25_32b,68,-58.44,-0.6,-0.6,2.0,4.0
qwen25_32b,66,-58.44,-0.6,-0.6,2.0,2.0
qwen25_32b,61,-58.44,-0.6,-0.6,3.0,4.0
qwen25_32b,70,-58.44,-0.6,-0.6,2.0,3.0
qwen25_32b,62,-58.44,-0.6,-0.6,2.0,4.0
qwen25_32b,73,-58.44,-0.6,-0.6,3.0,4.0
qwen25_32b,64,-58.44,-0.6,-0.6,1.0,7.0
qwen25_32b,67,-58.44,-0.6,-0.6,2.0,4.0
qwen25_32b,71,-58.44,-0.6,-0.6,1.0,2.0
qwen25_32b,60,-58.44,-0.6,-0.6,2.0,4.0
qwen25_32b,63,-58.44,-0.6,-0.6,3.0,4.0
qwen25_32b,76,-58.44,-0.6,-0.6,3.0,2.0
qwen25_32b,69,-58.44,-0.6,-0.6,1.0,2.0
qwen25_32b,77,-58.44,-0.6,-0.6,3.0,6.0
qwen25_32b,74,-58.44,-0.6,-0.6,5.0,4.0
qwen25_32b,72,-58.44,-0.6,-0.6,4.0,4.0
qwen25_32b,75,-58.44,-0.6,-0.6,5.0,4.0
qwen25_32b,78,-58.44,-0.6,-0.6,3.0,4.0
qwen25_32b,87,-58.44,-0.6,-0.6,1.0,1.0
qwen25_32b,79,-58.44,-0.6,-0.6,2.0,4.0
qwen25_32b,52,-77.92,-0.8,-0.8,1.0,1.0
qwen25_32b,81,-58.44,-0.6,-0.6,5.0,4.0
qwen25_32b,90,-38.96,-0.4,-0.4,5.0,4.0
qwen25_32b,88,-58.44,-0.6,-0.6,1.0,1.0
qwen25_32b,80,-58.44,-0.6,-0.6,1.0,4.0
qwen25_32b,84,-58.44,-0.6,-0.6,1.0,1.0
qwen25_32b,92,-38.96,-0.4,-0.4,2.0,4.0
qwen25_32b,82,-58.44,-0.6,-0.6,1.0,1.0
qwen25_32b,83,-58.44,-0.6,-0.6,1.0,1.0
qwen25_32b,94,-38.96,-0.4,-0.4,1.0,1.0
qwen25_32b,93,-38.96,-0.4,-0.4,6.0,4.0
qwen25_32b,89,-58.44,-0.6,-0.6,1.0,1.0
qwen25_32b,86,-58.44,-0.6,-0.6,1.0,1.0
qwen25_32b,85,-58.44,-0.6,-0.6,1.0,1.0
qwen25_32b,91,-38.96,-0.4,-0.4,3.0,4.0
qwen25_32b,97,-38.96,-0.4,-0.4,2.0,4.0
qwen25_32b,96,-38.96,-0.4,-0.4,2.0,3.0
qwen25_32b,95,-38.96,-0.4,-0.4,3.0,4.0
qwen25_32b,101,-38.96,-0.4,-0.4,2.0,2.0
qwen25_32b,98,-38.96,-0.4,-0.4,2.0,4.0
qwen25_32b,109,-38.96,-0.4,-0.4,3.0,4.0
qwen25_32b,102,-38.96,-0.4,-0.4,6.0,3.0
qwen25_32b,104,-38.96,-0.4,-0.4,5.0,6.0
qwen25_32b,103,-38.96,-0.4,-0.4,1.0,3.0
qwen25_32b,99,-38.96,-0.4,-0.4,3.0,4.0
qwen25_32b,107,-38.96,-0.4,-0.4,,
qwen25_32b,100,-38.96,-0.4,-0.4,3.0,4.0
qwen25_32b,105,-38.96,-0.4,-0.4,5.0,4.0
qwen25_32b,112,-38.96,-0.4,-0.4,1.0,1.0
qwen25_32b,110,-38.96,-0.4,-0.4,2.0,4.0
qwen25_32b,114,-38.96,-0.4,-0.4,1.0,1.0
qwen25_32b,113,-38.96,-0.4,-0.4,1.0,1.0
qwen25_32b,108,-38.96,-0.4,-0.4,4.0,4.0
qwen25_32b,111,-38.96,-0.4,-0.4,3.0,4.0
qwen25_32b,118,-38.96,-0.4,-0.4,1.0,1.0
qwen25_32b,116,-38.96,-0.4,-0.4,1.0,1.0
qwen25_32b,115,-38.96,-0.4,-0.4,1.0,1.0
qwen25_32b,106,-38.96,-0.4,-0.4,5.0,2.0
qwen25_32b,117,-38.96,-0.4,-0.4,1.0,1.0
qwen25_32b,120,-19.48,-0.2,-0.2,5.0,4.0
qwen25_32b,119,-38.96,-0.4,-0.4,1.0,1.0
qwen25_32b,123,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,122,-19.48,-0.2,-0.2,2.0,4.0
qwen25_32b,126,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,121,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,124,-19.48,-0.2,-0.2,1.0,1.0
qwen25_32b,127,-19.48,-0.2,-0.2,3.0,2.0
qwen25_32b,129,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,128,-19.48,-0.2,-0.2,5.0,4.0
qwen25_32b,130,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,125,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,133,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,132,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,134,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,131,-19.48,-0.2,-0.2,3.0,2.0
qwen25_32b,135,-19.48,-0.2,-0.2,5.0,4.0
qwen25_32b,137,-19.48,-0.2,-0.2,5.0,6.0
qwen25_32b,139,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,138,-19.48,-0.2,-0.2,4.0,4.0
qwen25_32b,136,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,142,-19.48,-0.2,-0.2,1.0,1.0
qwen25_32b,146,-19.48,-0.2,-0.2,1.0,1.0
qwen25_32b,140,-19.48,-0.2,-0.2,4.0,4.0
qwen25_32b,145,-19.48,-0.2,-0.2,1.0,1.0
qwen25_32b,143,-19.48,-0.2,-0.2,1.0,1.0
qwen25_32b,149,-19.48,-0.2,-0.2,1.0,1.0
qwen25_32b,144,-19.48,-0.2,-0.2,1.0,1.0
qwen25_32b,147,-19.48,-0.2,-0.2,1.0,1.0
qwen25_32b,141,-19.48,-0.2,-0.2,3.0,4.0
qwen25_32b,148,-19.48,-0.2,-0.2,1.0,1.0
qwen25_32b,150,0.0,0.0,0.0,5.0,4.0
qwen25_32b,151,0.0,0.0,0.0,5.0,4.0
qwen25_32b,152,0.0,0.0,0.0,2.0,4.0
qwen25_32b,155,0.0,0.0,0.0,3.0,4.0
qwen25_32b,153,0.0,0.0,0.0,3.0,4.0
qwen25_32b,156,0.0,0.0,0.0,5.0,4.0
qwen25_32b,154,0.0,0.0,0.0,2.0,7.0
qwen25_32b,157,0.0,0.0,0.0,3.0,2.0
qwen25_32b,158,0.0,0.0,0.0,1.0,4.0
qwen25_32b,161,0.0,0.0,0.0,5.0,3.0
qwen25_32b,162,0.0,0.0,0.0,5.0,4.0
qwen25_32b,160,0.0,0.0,0.0,2.0,4.0
qwen25_32b,167,0.0,0.0,0.0,5.0,6.0
qwen25_32b,164,0.0,0.0,0.0,4.0,4.0
qwen25_32b,163,0.0,0.0,0.0,2.0,4.0
qwen25_32b,159,0.0,0.0,0.0,3.0,4.0
qwen25_32b,173,0.0,0.0,0.0,1.0,1.0
qwen25_32b,170,0.0,0.0,0.0,5.0,4.0
qwen25_32b,168,0.0,0.0,0.0,3.0,4.0
qwen25_32b,172,0.0,0.0,0.0,1.0,1.0
qwen25_32b,169,0.0,0.0,0.0,3.0,4.0
qwen25_32b,166,0.0,0.0,0.0,5.0,4.0
qwen25_32b,171,0.0,0.0,0.0,4.0,4.0
qwen25_32b,175,0.0,0.0,0.0,1.0,1.0
qwen25_32b,174,0.0,0.0,0.0,2.0,1.0
qwen25_32b,165,0.0,0.0,0.0,5.0,6.0
qwen25_32b,176,0.0,0.0,0.0,1.0,1.0
qwen25_32b,179,0.0,0.0,0.0,2.0,1.0
qwen25_32b,177,0.0,0.0,0.0,1.0,1.0
qwen25_32b,178,0.0,0.0,0.0,1.0,1.0
qwen25_32b,185,22.58,0.2,0.2,3.0,4.0
qwen25_32b,183,22.58,0.2,0.2,6.0,4.0
qwen25_32b,180,22.58,0.2,0.2,5.0,4.0
qwen25_32b,182,22.58,0.2,0.2,3.0,4.0
qwen25_32b,186,22.58,0.2,0.2,3.0,4.0
qwen25_32b,191,22.58,0.2,0.2,5.0,4.0
qwen25_32b,184,22.58,0.2,0.2,1.0,1.0
qwen25_32b,187,22.58,0.2,0.2,5.0,4.0
qwen25_32b,181,22.58,0.2,0.2,7.0,6.0
qwen25_32b,188,22.58,0.2,0.2,6.0,4.0
qwen25_32b,189,22.58,0.2,0.2,5.0,4.0
qwen25_32b,192,22.58,0.2,0.2,3.0,2.0
qwen25_32b,190,22.58,0.2,0.2,5.0,4.0
qwen25_32b,197,22.58,0.2,0.2,6.0,6.0
qwen25_32b,198,22.58,0.2,0.2,5.0,4.0
qwen25_32b,194,22.58,0.2,0.2,6.0,6.0
qwen25_32b,193,22.58,0.2,0.2,3.0,5.0
qwen25_32b,196,22.58,0.2,0.2,6.0,4.0
qwen25_32b,195,22.58,0.2,0.2,6.0,5.0
qwen25_32b,200,22.58,0.2,0.2,3.0,4.0
qwen25_32b,201,22.58,0.2,0.2,5.0,4.0
qwen25_32b,199,22.58,0.2,0.2,3.0,4.0
qwen25_32b,202,22.58,0.2,0.2,1.0,1.0
qwen25_32b,204,22.58,0.2,0.2,2.0,3.0
qwen25_32b,205,22.58,0.2,0.2,1.0,2.0
qwen25_32b,207,22.58,0.2,0.2,1.0,1.0
qwen25_32b,206,22.58,0.2,0.2,3.0,1.0
qwen25_32b,212,45.16,0.4,0.4,5.0,4.0
qwen25_32b,214,45.16,0.4,0.4,1.0,1.0
qwen25_32b,203,22.58,0.2,0.2,1.0,1.0
qwen25_32b,216,45.16,0.4,0.4,3.0,3.0
qwen25_32b,208,22.58,0.2,0.2,1.0,1.0
qwen25_32b,215,45.16,0.4,0.4,5.0,4.0
qwen25_32b,213,45.16,0.4,0.4,1.0,1.0
qwen25_32b,211,45.16,0.4,0.4,7.0,6.0
qwen25_32b,210,45.16,0.4,0.4,7.0,5.0
qwen25_32b,217,45.16,0.4,0.4,5.0,4.0
qwen25_32b,219,45.16,0.4,0.4,6.0,4.0
qwen25_32b,218,45.16,0.4,0.4,7.0,4.0
qwen25_32b,222,45.16,0.4,0.4,3.0,4.0
qwen25_32b,209,22.58,0.2,0.2,2.0,2.0
qwen25_32b,221,45.16,0.4,0.4,6.0,4.0
qwen25_32b,223,45.16,0.4,0.4,7.0,4.0
qwen25_32b,220,45.16,0.4,0.4,5.0,4.0
qwen25_32b,232,45.16,0.4,0.4,1.0,1.0
qwen25_32b,225,45.16,0.4,0.4,7.0,6.0
qwen25_32b,224,45.16,0.4,0.4,6.0,4.0
qwen25_32b,235,45.16,0.4,0.4,3.0,2.0
qwen25_32b,233,45.16,0.4,0.4,1.0,1.0
qwen25_32b,231,45.16,0.4,0.4,5.0,4.0
qwen25_32b,228,45.16,0.4,0.4,6.0,4.0
qwen25_32b,234,45.16,0.4,0.4,5.0,3.0
qwen25_32b,230,45.16,0.4,0.4,5.0,4.0
qwen25_32b,236,45.16,0.4,0.4,1.0,2.0
qwen25_32b,226,45.16,0.4,0.4,5.0,4.0
qwen25_32b,227,45.16,0.4,0.4,6.0,6.0
qwen25_32b,238,45.16,0.4,0.4,1.0,2.0
qwen25_32b,239,45.16,0.4,0.4,5.0,2.0
qwen25_32b,237,45.16,0.4,0.4,1.0,1.0
qwen25_32b,240,67.74,0.6,0.6,7.0,6.0
qwen25_32b,241,67.74,0.6,0.6,7.0,7.0
qwen25_32b,243,67.74,0.6,0.6,7.0,1.0
qwen25_32b,229,45.16,0.4,0.4,7.0,4.0
qwen25_32b,242,67.74,0.6,0.6,7.0,4.0
qwen25_32b,246,67.74,0.6,0.6,5.0,3.0
qwen25_32b,244,67.74,0.6,0.6,1.0,1.0
qwen25_32b,251,67.74,0.6,0.6,6.0,4.0
qwen25_32b,249,67.74,0.6,0.6,7.0,4.0
qwen25_32b,247,67.74,0.6,0.6,5.0,2.0
qwen25_32b,252,67.74,0.6,0.6,3.0,4.0
qwen25_32b,253,67.74,0.6,0.6,7.0,5.0
qwen25_32b,248,67.74,0.6,0.6,7.0,6.0
qwen25_32b,245,67.74,0.6,0.6,7.0,4.0
qwen25_32b,250,67.74,0.6,0.6,7.0,4.0
qwen25_32b,255,67.74,0.6,0.6,6.0,6.0
qwen25_32b,257,67.74,0.6,0.6,6.0,4.0
qwen25_32b,254,67.74,0.6,0.6,7.0,6.0
qwen25_32b,256,67.74,0.6,0.6,7.0,7.0
qwen25_32b,261,67.74,0.6,0.6,7.0,7.0
qwen25_32b,258,67.74,0.6,0.6,6.0,4.0
qwen25_32b,260,67.74,0.6,0.6,6.0,4.0
qwen25_32b,259,67.74,0.6,0.6,7.0,4.0
qwen25_32b,263,67.74,0.6,0.6,1.0,1.0
qwen25_32b,262,67.74,0.6,0.6,7.0,1.0
qwen25_32b,265,67.74,0.6,0.6,5.0,3.0
qwen25_32b,264,67.74,0.6,0.6,5.0,3.0
qwen25_32b,266,67.74,0.6,0.6,6.0,4.0
qwen25_32b,271,90.32,0.8,0.8,7.0,7.0
qwen25_32b,267,67.74,0.6,0.6,1.0,1.0
qwen25_32b,274,90.32,0.8,0.8,7.0,5.0
qwen25_32b,273,90.32,0.8,0.8,1.0,7.0
qwen25_32b,275,90.32,0.8,0.8,7.0,4.0
qwen25_32b,272,90.32,0.8,0.8,7.0,4.0
qwen25_32b,270,90.32,0.8,0.8,7.0,4.0
qwen25_32b,269,67.74,0.6,0.6,5.0,4.0
qwen25_32b,268,67.74,0.6,0.6,5.0,1.0
qwen25_32b,276,90.32,0.8,0.8,6.0,4.0
qwen25_32b,279,90.32,0.8,0.8,6.0,4.0
qwen25_32b,278,90.32,0.8,0.8,6.0,6.0
qwen25_32b,282,90.32,0.8,0.8,3.0,4.0
qwen25_32b,284,90.32,0.8,0.8,7.0,7.0
qwen25_32b,280,90.32,0.8,0.8,7.0,4.0
qwen25_32b,277,90.32,0.8,0.8,6.0,4.0
qwen25_32b,285,90.32,0.8,0.8,7.0,6.0
qwen25_32b,281,90.32,0.8,0.8,6.0,4.0
qwen25_32b,292,90.32,0.8,0.8,7.0,1.0
qwen25_32b,287,90.32,0.8,0.8,7.0,7.0
qwen25_32b,294,90.32,0.8,0.8,6.0,2.0
qwen25_32b,290,90.32,0.8,0.8,7.0,6.0
qwen25_32b,291,90.32,0.8,0.8,7.0,6.0
qwen25_32b,286,90.32,0.8,0.8,7.0,7.0
qwen25_32b,288,90.32,0.8,0.8,6.0,4.0
qwen25_32b,289,90.32,0.8,0.8,7.0,4.0
qwen25_32b,295,90.32,0.8,0.8,7.0,3.0
qwen25_32b,296,90.32,0.8,0.8,6.0,4.0
qwen25_32b,293,90.32,0.8,0.8,7.0,5.0
qwen25_32b,283,90.32,0.8,0.8,7.0,6.0
qwen25_32b,299,90.32,0.8,0.8,7.0,4.0
qwen25_32b,297,90.32,0.8,0.8,7.0,1.0
qwen25_32b,300,112.9,1.0,1.0,7.0,6.0
qwen25_32b,301,112.9,1.0,1.0,7.0,7.0
qwen25_32b,302,112.9,1.0,1.0,7.0,4.0
qwen25_32b,298,90.32,0.8,0.8,5.0,4.0
qwen25_32b,304,112.9,1.0,1.0,1.0,7.0
qwen25_32b,303,112.9,1.0,1.0,1.0,7.0
qwen25_32b,309,112.9,1.0,1.0,6.0,4.0
qwen25_32b,305,112.9,1.0,1.0,7.0,4.0
qwen25_32b,315,112.9,1.0,1.0,7.0,7.0
qwen25_32b,322,112.9,1.0,1.0,7.0,1.0
qwen25_32b,313,112.9,1.0,1.0,7.0,6.0
qwen25_32b,307,112.9,1.0,1.0,6.0,4.0
qwen25_32b,316,112.9,1.0,1.0,7.0,7.0
qwen25_32b,312,112.9,1.0,1.0,7.0,4.0
qwen25_32b,314,112.9,1.0,1.0,7.0,7.0
qwen25_32b,317,112.9,1.0,1.0,7.0,7.0
qwen25_32b,306,112.9,1.0,1.0,7.0,4.0
qwen25_32b,308,112.9,1.0,1.0,7.0,7.0
qwen25_32b,311,112.9,1.0,1.0,7.0,5.0
qwen25_32b,310,112.9,1.0,1.0,7.0,6.0
qwen25_32b,320,112.9,1.0,1.0,7.0,4.0
qwen25_32b,319,112.9,1.0,1.0,7.0,6.0
qwen25_32b,321,112.9,1.0,1.0,7.0,6.0
qwen25_32b,318,112.9,1.0,1.0,7.0,4.0
qwen25_32b,324,112.9,1.0,1.0,7.0,7.0
qwen25_32b,325,112.9,1.0,1.0,7.0,7.0
qwen25_32b,323,112.9,1.0,1.0,7.0,2.0
qwen25_32b,326,112.9,1.0,1.0,7.0,1.0
qwen25_32b,328,112.9,1.0,1.0,5.0,2.0
qwen25_32b,327,112.9,1.0,1.0,7.0,7.0
qwen25_32b,329,112.9,1.0,1.0,7.0,6.0
qwen25_72b,6,-67.7,-1.0,-1.0,1.0,2.0
qwen25_72b,9,-67.7,-1.0,-1.0,2.0,2.0
qwen25_72b,10,-67.7,-1.0,-1.0,1.0,4.0
qwen25_72b,7,-67.7,-1.0,-1.0,1.0,2.0
qwen25_72b,0,-67.7,-1.0,-1.0,5.0,4.0
qwen25_72b,14,-67.7,-1.0,-1.0,4.0,4.0
qwen25_72b,8,-67.7,-1.0,-1.0,1.0,2.0
qwen25_72b,4,-67.7,-1.0,-1.0,4.0,4.0
qwen25_72b,11,-67.7,-1.0,-1.0,2.0,3.0
qwen25_72b,15,-67.7,-1.0,-1.0,3.0,4.0
qwen25_72b,5,-67.7,-1.0,-1.0,4.0,4.0
qwen25_72b,19,-67.7,-1.0,-1.0,2.0,4.0
qwen25_72b,12,-67.7,-1.0,-1.0,2.0,4.0
