alpha,domain,condition,w_pos,w_neg,w_first,w_second,p_pos,p_neg,p_first,p_second,logit_diff_semantic,logit_diff_positional,Condition,neutral,logit_diff_semantic_centered,logit_diff_positional_centered,normed_alpha,z_logit_diff_semantic,z_a,neutral_binary
-41.9,deontic,1,Good,Evil,Good,Evil,7.636845111846924e-07,0.205078125,7.636845111846924e-07,0.205078125,-12.5,-12.5,congruent,semantic,-3.5,-3.5,-1.0,-0.6995104612578101,-1.5807794395055992,1
-33.52,deontic,1,Good,Evil,Good,Evil,1.0896474123001101e-07,0.75390625,1.0896474123001101e-07,0.75390625,-15.75,-15.75,congruent,semantic,-6.75,-6.75,-0.8,-0.9684218538612461,-1.2646235516044795,1
-25.14,deontic,1,Good,Evil,Good,Evil,1.4260876923799516e-08,0.9375,1.4260876923799516e-08,0.9375,-18.0,-18.0,congruent,semantic,-9.0,-9.0,-0.6,-1.1545912795097788,-0.9484676637033594,1
-16.76,deontic,1,Good,Evil,Good,Evil,4.8603396862745285e-09,0.98046875,4.8603396862745285e-09,0.98046875,-19.125,-19.125,congruent,semantic,-10.125,-10.125,-0.4,-1.247675992334045,-0.6323117758022397,1
-8.38,deontic,1,Good,Evil,Good,Evil,5.21540641784668e-08,0.98046875,5.21540641784668e-08,0.98046875,-16.75,-16.75,congruent,semantic,-7.75,-7.75,-0.2,-1.0511638208161496,-0.31615588790111987,1
0.0,deontic,1,Good,Evil,Good,Evil,0.0001215934753417,0.984375,0.0001215934753417,0.984375,-9.0,-9.0,congruent,semantic,0.0,0.0,0.0,-0.40991357691564845,1.2763765313404844e-18,1
11.6,deontic,1,Good,Evil,Good,Evil,0.984375,0.0140380859375,0.984375,0.0140380859375,4.25,4.25,congruent,semantic,13.25,13.25,0.2,0.6864174852368213,0.31615588790111987,1
23.2,deontic,1,Good,Evil,Good,Evil,1.0,4.529953002929688e-05,1.0,4.529953002929688e-05,10.0,10.0,congruent,semantic,19.0,19.0,0.4,1.1621837952275158,0.6323117758022397,1
34.8,deontic,1,Good,Evil,Good,Evil,1.0,6.139278411865234e-06,1.0,6.139278411865234e-06,12.0,12.0,congruent,semantic,21.0,21.0,0.6,1.3276677291373224,0.9484676637033594,1
46.4,deontic,1,Good,Evil,Good,Evil,1.0,2.905726432800293e-06,1.0,2.905726432800293e-06,12.75,12.75,congruent,semantic,21.75,21.75,0.8,1.3897242043535,1.2646235516044795,1
58.0,deontic,1,Good,Evil,Good,Evil,1.0,2.264976501464844e-06,1.0,2.264976501464844e-06,13.0,13.0,congruent,semantic,22.0,22.0,1.0,1.4104096960922259,1.5807794395055992,1
-41.9,deontic,-1,Good,Evil,Evil,Good,7.808208465576172e-06,0.049072265625,0.049072265625,7.808208465576172e-06,-8.75,8.75,incongruent,semantic,-16.5,16.5,-1.0,-0.3892280851769226,-1.5807794395055992,1
-33.52,deontic,-1,Good,Evil,Evil,Good,0.0001101493835449,0.0732421875,0.0732421875,0.0001101493835449,-6.5,6.5,incongruent,semantic,-14.25,14.25,-0.8,-0.20305865952839,-1.2646235516044795,1
-25.14,deontic,-1,Good,Evil,Evil,Good,0.00421142578125,0.203125,0.203125,0.00421142578125,-3.875,3.875,incongruent,semantic,-11.625,11.625,-0.6,0.01413900372823136,-0.9484676637033594,1
-16.76,deontic,-1,Good,Evil,Evil,Good,0.265625,0.38671875,0.38671875,0.265625,-0.375,0.375,incongruent,semantic,-8.125,8.125,-0.4,0.3037358880703932,-0.6323117758022397,1
-8.38,deontic,-1,Good,Evil,Evil,Good,0.98046875,0.00958251953125,0.00958251953125,0.98046875,4.625,-4.625,incongruent,semantic,-3.125,3.125,-0.2,0.7174457228449101,-0.31615588790111987,1
0.0,deontic,-1,Good,Evil,Evil,Good,1.0,0.0004310607910156,0.0004310607910156,1.0,7.75,-7.75,incongruent,semantic,0.0,0.0,0.0,0.9760143695789831,1.2763765313404844e-18,1
11.6,deontic,-1,Good,Evil,Evil,Good,1.0,4.529953002929688e-05,4.529953002929688e-05,1.0,10.0,-10.0,incongruent,semantic,2.25,-2.25,0.2,1.1621837952275158,0.31615588790111987,1
23.2,deontic,-1,Good,Evil,Evil,Good,1.0,5.817413330078125e-05,5.817413330078125e-05,1.0,9.75,-9.75,incongruent,semantic,2.0,-2.0,0.4,1.14149830348879,0.6323117758022397,1
34.8,deontic,-1,Good,Evil,Evil,Good,1.0,7.486343383789062e-05,7.486343383789062e-05,1.0,9.5,-9.5,incongruent,semantic,1.75,-1.75,0.6,1.1208128117500642,0.9484676637033594,1
46.4,deontic,-1,Good,Evil,Evil,Good,1.0,7.486343383789062e-05,7.486343383789062e-05,1.0,9.5,-9.5,incongruent,semantic,1.75,-1.75,0.8,1.1208128117500642,1.2646235516044795,1
58.0,deontic,-1,Good,Evil,Evil,Good,1.0,0.0001583099365234,0.0001583099365234,1.0,8.75,-8.75,incongruent,semantic,1.0,-1.0,1.0,1.0587563365338866,1.5807794395055992,1
-41.9,deontic,1,Legal,Illegal,Legal,Illegal,0.0016250610351562,0.11376953125,0.0016250610351562,0.11376953125,-4.25,-4.25,congruent,semantic,8.875,8.875,-1.0,-0.016889233879857406,-1.5807794395055992,1
-33.52,deontic,1,Legal,Illegal,Legal,Illegal,0.0002250671386718,0.408203125,0.0002250671386718,0.408203125,-7.5,-7.5,congruent,semantic,5.625,5.625,-0.8,-0.2858006264832934,-1.2646235516044795,1
-25.14,deontic,1,Legal,Illegal,Legal,Illegal,1.537799835205078e-05,0.91796875,1.537799835205078e-05,0.91796875,-11.0,-11.0,congruent,semantic,2.125,2.125,-0.6,-0.5753975108254552,-0.9484676637033594,1
-16.76,deontic,1,Legal,Illegal,Legal,Illegal,6.444752216339111e-07,0.99609375,6.444752216339111e-07,0.99609375,-14.25,-14.25,congruent,semantic,-1.125,-1.125,-0.4,-0.8443089034288911,-0.6323117758022397,1
-8.38,deontic,1,Legal,Illegal,Legal,Illegal,2.095475792884827e-07,0.99609375,2.095475792884827e-07,0.99609375,-15.375,-15.375,congruent,semantic,-2.25,-2.25,-0.2,-0.9373936162531574,-0.31615588790111987,1
0.0,deontic,1,Legal,Illegal,Legal,Illegal,1.996755599975586e-06,1.0,1.996755599975586e-06,1.0,-13.125,-13.125,congruent,semantic,0.0,0.0,0.0,-0.7512241906046248,1.2763765313404844e-18,1
11.6,deontic,1,Legal,Illegal,Legal,Illegal,0.010986328125,0.98828125,0.010986328125,0.98828125,-4.5,-4.5,congruent,semantic,8.625,8.625,0.2,-0.03757472561858325,0.31615588790111987,1
23.2,deontic,1,Legal,Illegal,Legal,Illegal,0.9609375,0.037353515625,0.9609375,0.037353515625,3.25,3.25,congruent,semantic,16.375,16.375,0.4,0.6036755182819179,0.6323117758022397,1
34.8,deontic,1,Legal,Illegal,Legal,Illegal,1.0,0.0009117126464843,1.0,0.0009117126464843,7.0,7.0,congruent,semantic,20.125,20.125,0.6,0.9139578943628056,0.9484676637033594,1
46.4,deontic,1,Legal,Illegal,Legal,Illegal,1.0,0.0001230239868164,1.0,0.0001230239868164,9.0,9.0,congruent,semantic,22.125,22.125,0.8,1.0794418282726124,1.2646235516044795,1
58.0,deontic,1,Legal,Illegal,Legal,Illegal,1.0,4.529953002929688e-05,1.0,4.529953002929688e-05,10.0,10.0,congruent,semantic,23.125,23.125,1.0,1.1621837952275158,1.5807794395055992,1
-41.9,deontic,-1,Legal,Illegal,Illegal,Legal,1.4062970876693728e-07,0.017822265625,0.017822265625,1.4062970876693728e-07,-11.75,11.75,incongruent,semantic,-1.625,1.625,-1.0,-0.6374539860416327,-1.5807794395055992,1
-33.52,deontic,-1,Legal,Illegal,Illegal,Legal,5.1222741603851325e-08,0.029052734375,0.029052734375,5.1222741603851325e-08,-13.25,13.25,incongruent,semantic,-3.125,3.125,-0.8,-0.7615669364739878,-1.2646235516044795,1
-25.14,deontic,-1,Legal,Illegal,Illegal,Legal,6.752088665962219e-08,0.1181640625,0.1181640625,6.752088665962219e-08,-14.375,14.375,incongruent,semantic,-4.25,4.25,-0.6,-0.854651649298254,-0.9484676637033594,1
-16.76,deontic,-1,Legal,Illegal,Illegal,Legal,3.334134817123413e-07,0.84765625,0.84765625,3.334134817123413e-07,-14.75,14.75,incongruent,semantic,-4.625,4.625,-0.4,-0.8856798869063428,-0.6323117758022397,1
-8.38,deontic,-1,Legal,Illegal,Illegal,Legal,6.444752216339111e-07,0.99609375,0.99609375,6.444752216339111e-07,-14.25,14.25,incongruent,semantic,-4.125,4.125,-0.2,-0.8443089034288911,-0.31615588790111987,1
0.0,deontic,-1,Legal,Illegal,Illegal,Legal,4.00543212890625e-05,1.0,1.0,4.00543212890625e-05,-10.125,10.125,incongruent,semantic,0.0,0.0,0.0,-0.5029982897399148,1.2763765313404844e-18,1
11.6,deontic,-1,Legal,Illegal,Illegal,Legal,0.09521484375,0.90234375,0.90234375,0.09521484375,-2.25,2.25,incongruent,semantic,7.875,-7.875,0.2,0.14859470002994934,0.31615588790111987,1
23.2,deontic,-1,Legal,Illegal,Illegal,Legal,0.73046875,0.26953125,0.26953125,0.73046875,1.0,-1.0,incongruent,semantic,11.125,-11.125,0.4,0.41750609263338534,0.6323117758022397,1
34.8,deontic,-1,Legal,Illegal,Illegal,Legal,0.94140625,0.06005859375,0.06005859375,0.94140625,2.75,-2.75,incongruent,semantic,12.875,-12.875,0.6,0.5623045348044662,0.9484676637033594,1
46.4,deontic,-1,Legal,Illegal,Illegal,Legal,0.98046875,0.0179443359375,0.0179443359375,0.98046875,4.0,-4.0,incongruent,semantic,14.125,-14.125,0.8,0.6657319934980955,1.2646235516044795,1
58.0,deontic,-1,Legal,Illegal,Illegal,Legal,0.9921875,0.006683349609375,0.006683349609375,0.9921875,5.0,-5.0,incongruent,semantic,15.125,-15.125,1.0,0.7484739604529989,1.5807794395055992,1
-41.9,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,4.529953002929688e-05,0.99609375,4.529953002929688e-05,0.99609375,-10.0,-10.0,congruent,semantic,-1.0,-1.0,-1.0,-0.4926555438705518,-1.5807794395055992,1
-33.52,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,8.940696716308594e-06,1.0,8.940696716308594e-06,1.0,-11.625,-11.625,congruent,semantic,-2.625,-2.625,-0.8,-0.6271112401722698,-1.2646235516044795,1
-25.14,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,2.264976501464844e-06,1.0,2.264976501464844e-06,1.0,-13.0,-13.0,congruent,semantic,-4.0,-4.0,-0.6,-0.7408814447352619,-0.9484676637033594,1
-16.76,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,2.264976501464844e-06,1.0,2.264976501464844e-06,1.0,-13.0,-13.0,congruent,semantic,-4.0,-4.0,-0.4,-0.7408814447352619,-0.6323117758022397,1
-8.38,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,1.0132789611816406e-05,1.0,1.0132789611816406e-05,1.0,-11.5,-11.5,congruent,semantic,-2.5,-2.5,-0.2,-0.6167684943029069,-0.31615588790111987,1
0.0,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,0.0001230239868164,1.0,0.0001230239868164,1.0,-9.0,-9.0,congruent,semantic,0.0,0.0,0.0,-0.40991357691564845,1.2763765313404844e-18,1
11.6,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,0.029296875,0.96875,0.029296875,0.96875,-3.5,-3.5,congruent,semantic,5.5,5.5,0.2,0.04516724133632013,0.31615588790111987,1
23.2,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,0.94140625,0.06005859375,0.94140625,0.06005859375,2.75,2.75,congruent,semantic,11.75,11.75,0.4,0.5623045348044662,0.6323117758022397,1
34.8,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,0.99609375,0.002471923828125,0.99609375,0.002471923828125,6.0,6.0,congruent,semantic,15.0,15.0,0.6,0.8312159274079023,0.9484676637033594,1
46.4,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,1.0,0.0005531311035156,1.0,0.0005531311035156,7.5,7.5,congruent,semantic,16.5,16.5,0.8,0.9553288778402573,1.2646235516044795,1
58.0,deontic,1,Reasonable,Unreasonable,Reasonable,Unreasonable,1.0,0.000335693359375,1.0,0.000335693359375,8.0,8.0,congruent,semantic,17.0,17.0,1.0,0.996699861317709,1.5807794395055992,1
-41.9,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,3.46451997756958e-07,1.0,1.0,3.46451997756958e-07,-14.875,14.875,incongruent,semantic,-2.875,2.875,-1.0,-0.8960226327757057,-1.5807794395055992,1
-33.52,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,3.0547380447387695e-07,1.0,1.0,3.0547380447387695e-07,-15.0,15.0,incongruent,semantic,-3.0,3.0,-0.8,-0.9063653786450686,-1.2646235516044795,1
-25.14,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,9.918585419654846e-08,1.0,1.0,9.918585419654846e-08,-16.125,16.125,incongruent,semantic,-4.125,4.125,-0.6,-0.999450091469335,-0.9484676637033594,1
-16.76,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,4.67989593744278e-08,1.0,1.0,4.67989593744278e-08,-16.875,16.875,incongruent,semantic,-4.875,4.875,-0.4,-1.0615065666855124,-0.6323117758022397,1
-8.38,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,1.126900315284729e-07,1.0,1.0,1.126900315284729e-07,-16.0,16.0,incongruent,semantic,-4.0,4.0,-0.2,-0.989107345599972,-0.31615588790111987,1
0.0,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,6.139278411865234e-06,1.0,1.0,6.139278411865234e-06,-12.0,12.0,incongruent,semantic,0.0,0.0,0.0,-0.6581394777803585,1.2763765313404844e-18,1
11.6,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,0.02294921875,0.9765625,0.9765625,0.02294921875,-3.75,3.75,incongruent,semantic,8.25,-8.25,0.2,0.02448174959759428,0.31615588790111987,1
23.2,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,0.22265625,0.77734375,0.77734375,0.22265625,-1.25,1.25,incongruent,semantic,10.75,-10.75,0.4,0.23133666698485272,0.6323117758022397,1
34.8,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,0.376953125,0.62109375,0.62109375,0.376953125,-0.5,0.5,incongruent,semantic,11.5,-11.5,0.6,0.29339314220103024,0.9484676637033594,1
46.4,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,0.5625,0.4375,0.4375,0.5625,0.25,-0.25,incongruent,semantic,12.25,-12.25,0.8,0.35544961741720776,1.2646235516044795,1
58.0,deontic,-1,Reasonable,Unreasonable,Unreasonable,Reasonable,0.6796875,0.3203125,0.3203125,0.6796875,0.75,-0.75,incongruent,semantic,12.75,-12.75,1.0,0.3968206008946595,1.5807794395055992,1
-41.9,deontic,1,Honest,Deceptive,Honest,Deceptive,4.529953002929688e-05,1.0,4.529953002929688e-05,1.0,-10.0,-10.0,congruent,semantic,1.625,1.625,-1.0,-0.4926555438705518,-1.5807794395055992,1
-33.52,deontic,1,Honest,Deceptive,Honest,Deceptive,1.0654330253601074e-06,1.0,1.0654330253601074e-06,1.0,-13.75,-13.75,congruent,semantic,-2.125,-2.125,-0.8,-0.8029379199514394,-1.2646235516044795,1
-25.14,deontic,1,Honest,Deceptive,Honest,Deceptive,2.5145709514617923e-08,1.0,2.5145709514617923e-08,1.0,-17.5,-17.5,congruent,semantic,-5.875,-5.875,-0.6,-1.113220296032327,-0.9484676637033594,1
-16.76,deontic,1,Honest,Deceptive,Honest,Deceptive,8.149072527885437e-09,1.0,8.149072527885437e-09,1.0,-18.625,-18.625,congruent,semantic,-7.0,-7.0,-0.4,-1.2063050088565934,-0.6323117758022397,1
-8.38,deontic,1,Honest,Deceptive,Honest,Deceptive,3.2130628824234015e-08,1.0,3.2130628824234015e-08,1.0,-17.25,-17.25,congruent,semantic,-5.625,-5.625,-0.2,-1.0925348042936012,-0.31615588790111987,1
0.0,deontic,1,Honest,Deceptive,Honest,Deceptive,8.940696716308594e-06,1.0,8.940696716308594e-06,1.0,-11.625,-11.625,congruent,semantic,0.0,0.0,0.0,-0.6271112401722698,1.2763765313404844e-18,1
11.6,deontic,1,Honest,Deceptive,Honest,Deceptive,0.07568359375,0.921875,0.07568359375,0.921875,-2.5,-2.5,congruent,semantic,9.125,9.125,0.2,0.12790920829122351,0.31615588790111987,1
23.2,deontic,1,Honest,Deceptive,Honest,Deceptive,0.90625,0.09521484375,0.90625,0.09521484375,2.25,2.25,congruent,semantic,13.875,13.875,0.4,0.5209335513270146,0.6323117758022397,1
34.8,deontic,1,Honest,Deceptive,Honest,Deceptive,0.99609375,0.005218505859375,0.99609375,0.005218505859375,5.25,5.25,congruent,semantic,16.875,16.875,0.6,0.7691594521917248,0.9484676637033594,1
46.4,deontic,1,Honest,Deceptive,Honest,Deceptive,1.0,0.0007095336914062,1.0,0.0007095336914062,7.25,7.25,congruent,semantic,18.875,18.875,0.8,0.9346433861015315,1.2646235516044795,1
58.0,deontic,1,Honest,Deceptive,Honest,Deceptive,1.0,0.0001583099365234,1.0,0.0001583099365234,8.75,8.75,congruent,semantic,20.375,20.375,1.0,1.0587563365338866,1.5807794395055992,1
-41.9,deontic,-1,Honest,Deceptive,Deceptive,Honest,6.565414878423326e-12,1.0,1.0,6.565414878423326e-12,-25.75,25.75,incongruent,semantic,-18.125,18.125,-1.0,-1.79584152341028,-1.5807794395055992,1
-33.52,deontic,-1,Honest,Deceptive,Deceptive,Honest,6.565414878423326e-12,1.0,1.0,6.565414878423326e-12,-25.75,25.75,incongruent,semantic,-18.125,18.125,-0.8,-1.79584152341028,-1.2646235516044795,1
-25.14,deontic,-1,Honest,Deceptive,Deceptive,Honest,3.7744030123576515e-11,1.0,1.0,3.7744030123576515e-11,-24.0,24.0,incongruent,semantic,-16.375,16.375,-0.6,-1.651043081239199,-0.9484676637033594,1
-16.76,deontic,-1,Honest,Deceptive,Deceptive,Honest,3.4051481634378433e-09,1.0,1.0,3.4051481634378433e-09,-19.5,19.5,incongruent,semantic,-11.875,11.875,-0.4,-1.2787042299421338,-0.6323117758022397,1
-8.38,deontic,-1,Honest,Deceptive,Deceptive,Honest,9.424984455108644e-07,1.0,1.0,9.424984455108644e-07,-13.875,13.875,incongruent,semantic,-6.25,6.25,-0.2,-0.8132806658208024,-0.31615588790111987,1
0.0,deontic,-1,Honest,Deceptive,Deceptive,Honest,0.0004825592041015,0.98828125,0.98828125,0.0004825592041015,-7.625,7.625,incongruent,semantic,0.0,0.0,0.0,-0.2961433723526563,1.2763765313404844e-18,1
11.6,deontic,-1,Honest,Deceptive,Deceptive,Honest,0.76171875,0.2177734375,0.2177734375,0.76171875,1.25,-1.25,incongruent,semantic,8.875,-8.875,0.2,0.43819158437211114,0.31615588790111987,1
23.2,deontic,-1,Honest,Deceptive,Deceptive,Honest,0.9609375,0.037353515625,0.037353515625,0.9609375,3.25,-3.25,incongruent,semantic,10.875,-10.875,0.4,0.6036755182819179,0.6323117758022397,1
34.8,deontic,-1,Honest,Deceptive,Deceptive,Honest,0.96875,0.029296875,0.029296875,0.96875,3.5,-3.5,incongruent,semantic,11.125,-11.125,0.6,0.6243610100206438,0.9484676637033594,1
46.4,deontic,-1,Honest,Deceptive,Deceptive,Honest,0.9765625,0.02294921875,0.02294921875,0.9765625,3.75,-3.75,incongruent,semantic,11.375,-11.375,0.8,0.6450465017593696,1.2646235516044795,1
58.0,deontic,-1,Honest,Deceptive,Deceptive,Honest,0.9609375,0.037353515625,0.037353515625,0.9609375,3.25,-3.25,incongruent,semantic,10.875,-10.875,1.0,0.6036755182819179,1.5807794395055992,1
-41.9,deontic,1,Righteous,Wicked,Righteous,Wicked,2.2851054382044825e-11,1.0,2.2851054382044825e-11,1.0,-24.5,-24.5,congruent,semantic,-11.5,-11.5,-1.0,-1.6924140647166508,-1.5807794395055992,1
-33.52,deontic,1,Righteous,Wicked,Righteous,Wicked,7.771561172376097e-14,1.0,7.771561172376097e-14,1.0,-30.1875,-30.1875,congruent,semantic,-17.1875,-17.1875,-0.8,-2.1630090017726635,-1.2646235516044795,1
-25.14,deontic,1,Righteous,Wicked,Righteous,Wicked,2.650657471292561e-15,1.0,2.650657471292561e-15,1.0,-33.5625,-33.5625,congruent,semantic,-20.5625,-20.5625,-0.6,-2.4422631402454624,-0.9484676637033594,1
-16.76,deontic,1,Righteous,Wicked,Righteous,Wicked,7.216449660063518e-15,1.0,7.216449660063518e-15,1.0,-32.5625,-32.5625,congruent,semantic,-19.5625,-19.5625,-0.4,-2.359521173290559,-0.6323117758022397,1
-8.38,deontic,1,Righteous,Wicked,Righteous,Wicked,9.450218385609332e-13,1.0,9.450218385609332e-13,1.0,-27.6875,-27.6875,congruent,semantic,-14.6875,-14.6875,-0.2,-1.9561540843854053,-0.31615588790111987,1
0.0,deontic,1,Righteous,Wicked,Righteous,Wicked,2.264976501464844e-06,1.0,2.264976501464844e-06,1.0,-13.0,-13.0,congruent,semantic,0.0,0.0,0.0,-0.7408814447352619,1.2763765313404844e-18,1
11.6,deontic,1,Righteous,Wicked,Righteous,Wicked,0.498046875,0.498046875,0.498046875,0.498046875,0.0,0.0,congruent,semantic,13.0,13.0,0.2,0.33476412567848196,0.31615588790111987,1
23.2,deontic,1,Righteous,Wicked,Righteous,Wicked,0.98046875,0.0179443359375,0.98046875,0.0179443359375,4.0,4.0,congruent,semantic,17.0,17.0,0.4,0.6657319934980955,0.6323117758022397,1
34.8,deontic,1,Righteous,Wicked,Righteous,Wicked,1.0,0.0015029907226562,1.0,0.0015029907226562,6.5,6.5,congruent,semantic,19.5,19.5,0.6,0.872586910885354,0.9484676637033594,1
46.4,deontic,1,Righteous,Wicked,Righteous,Wicked,1.0,0.0002031326293945,1.0,0.0002031326293945,8.5,8.5,congruent,semantic,21.5,21.5,0.8,1.0380708447951608,1.2646235516044795,1
58.0,deontic,1,Righteous,Wicked,Righteous,Wicked,1.0,0.0002613067626953,1.0,0.0002613067626953,8.25,8.25,congruent,semantic,21.25,21.25,1.0,1.017385353056435,1.5807794395055992,1
-41.9,deontic,-1,Righteous,Wicked,Wicked,Righteous,1.4495071809506044e-11,0.98046875,0.98046875,1.4495071809506044e-11,-24.9375,24.9375,incongruent,semantic,-23.1875,23.1875,-1.0,-1.728613675259421,-1.5807794395055992,1
-33.52,deontic,-1,Righteous,Wicked,Wicked,Righteous,7.09405867382884e-10,0.99609375,0.99609375,7.09405867382884e-10,-21.0625,21.0625,incongruent,semantic,-19.3125,19.3125,-0.8,-1.4079885533091703,-1.2646235516044795,1
-25.14,deontic,-1,Righteous,Wicked,Wicked,Righteous,3.166496753692627e-08,0.984375,0.984375,3.166496753692627e-08,-17.25,17.25,incongruent,semantic,-15.5,15.5,-0.6,-1.0925348042936012,-0.9484676637033594,1
-16.76,deontic,-1,Righteous,Wicked,Wicked,Righteous,1.94646418094635e-07,0.5625,0.5625,1.94646418094635e-07,-14.875,14.875,incongruent,semantic,-13.125,13.125,-0.4,-0.8960226327757057,-0.6323117758022397,1
-8.38,deontic,-1,Righteous,Wicked,Wicked,Righteous,2.825260162353516e-05,0.376953125,0.376953125,2.825260162353516e-05,-9.5,9.5,incongruent,semantic,-7.75,7.75,-0.2,-0.4512845603931001,-0.31615588790111987,1
0.0,deontic,-1,Righteous,Wicked,Wicked,Righteous,0.1328125,0.76171875,0.76171875,0.1328125,-1.75,1.75,incongruent,semantic,0.0,0.0,0.0,0.18996568350740103,1.2763765313404844e-18,1
11.6,deontic,-1,Righteous,Wicked,Wicked,Righteous,0.9375,0.06005859375,0.06005859375,0.9375,2.75,-2.75,incongruent,semantic,4.5,-4.5,0.2,0.5623045348044662,0.31615588790111987,1
23.2,deontic,-1,Righteous,Wicked,Wicked,Righteous,0.96875,0.029296875,0.029296875,0.96875,3.5,-3.5,incongruent,semantic,5.25,-5.25,0.4,0.6243610100206438,0.6323117758022397,1
34.8,deontic,-1,Righteous,Wicked,Wicked,Righteous,0.953125,0.04736328125,0.04736328125,0.953125,3.0,-3.0,incongruent,semantic,4.75,-4.75,0.6,0.5829900265431921,0.9484676637033594,1
46.4,deontic,-1,Righteous,Wicked,Wicked,Righteous,0.90625,0.09521484375,0.09521484375,0.90625,2.25,-2.25,incongruent,semantic,4.0,-4.0,0.8,0.5209335513270146,1.2646235516044795,1
58.0,deontic,-1,Righteous,Wicked,Wicked,Righteous,0.8515625,0.1484375,0.1484375,0.8515625,1.75,-1.75,incongruent,semantic,3.5,-3.5,1.0,0.47956256784956286,1.5807794395055992,1
-41.9,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,1.7583370208740234e-06,1.0,1.7583370208740234e-06,1.0,-13.25,-13.25,congruent,semantic,-3.625,-3.625,-1.0,-0.7615669364739878,-1.5807794395055992,1
-33.52,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,3.655441105365753e-08,1.0,3.655441105365753e-08,1.0,-17.125,-17.125,congruent,semantic,-7.5,-7.5,-0.8,-1.0821920584242384,-1.2646235516044795,1
-25.14,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,8.585629984736443e-10,1.0,8.585629984736443e-10,1.0,-20.875,-20.875,congruent,semantic,-11.25,-11.25,-0.6,-1.3924744345051259,-0.9484676637033594,1
-16.76,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,8.585629984736443e-10,1.0,8.585629984736443e-10,1.0,-20.875,-20.875,congruent,semantic,-11.25,-11.25,-0.4,-1.3924744345051259,-0.6323117758022397,1
-8.38,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,1.7229467630386353e-08,1.0,1.7229467630386353e-08,1.0,-17.875,-17.875,congruent,semantic,-8.25,-8.25,-0.2,-1.1442485336404158,-0.31615588790111987,1
0.0,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,6.580352783203125e-05,1.0,6.580352783203125e-05,1.0,-9.625,-9.625,congruent,semantic,0.0,0.0,0.0,-0.46162730626246307,1.2763765313404844e-18,1
11.6,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,0.498046875,0.498046875,0.498046875,0.498046875,0.0,0.0,congruent,semantic,9.625,9.625,0.2,0.33476412567848196,0.31615588790111987,1
23.2,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,0.9921875,0.006683349609375,0.9921875,0.006683349609375,5.0,5.0,congruent,semantic,14.625,14.625,0.4,0.7484739604529989,0.6323117758022397,1
34.8,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,1.0,0.0002613067626953,1.0,0.0002613067626953,8.25,8.25,congruent,semantic,17.875,17.875,0.6,1.017385353056435,0.9484676637033594,1
46.4,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,1.0,3.528594970703125e-05,1.0,3.528594970703125e-05,10.25,10.25,congruent,semantic,19.875,19.875,0.8,1.1828692869662416,1.2646235516044795,1
58.0,deontic,1,Responsible,Irresponsible,Responsible,Irresponsible,1.0,4.529953002929688e-05,1.0,4.529953002929688e-05,10.0,10.0,congruent,semantic,19.625,19.625,1.0,1.1621837952275158,1.5807794395055992,1
-41.9,deontic,-1,Responsible,Irresponsible,Irresponsible,Responsible,4.76837158203125e-06,1.0,1.0,4.76837158203125e-06,-12.25,12.25,incongruent,semantic,-2.75,2.75,-1.0,-0.6788249695190843,-1.5807794395055992,1
-33.52,deontic,-1,Responsible,Irresponsible,Irresponsible,Responsible,7.867813110351562e-06,1.0,1.0,7.867813110351562e-06,-11.75,11.75,incongruent,semantic,-2.25,2.25,-0.8,-0.6374539860416327,-1.2646235516044795,1
